,freedom of speech,harm of hate speech,racist beliefs,traditionalism,language purism,empathy,altruism,persona_cat
a_person_with_cancer,2.3870967741935485,4.924731182795699,1.3870967741935485,3.903225806451613,3.524193548387097,4.217741935483871,4.580645161290323,health
Clara_Zetkin,2.541935483870968,4.333333333333333,1.4580645161290322,3.4596774193548385,2.7419354838709675,3.8870967741935485,5.0,political_figure
a_poet,2.554838709677419,4.881720430107527,1.3290322580645162,4.0,3.532258064516129,4.508064516129032,4.951612903225806,profession_specific
a_person_of_Islam_belief,2.1548387096774193,5.0,1.3806451612903226,4.733870967741935,3.532258064516129,4.354838709677419,5.0,religious
a_person_in_the_customer_service_industry,2.1354838709677417,5.0,1.2516129032258065,4.0,3.75,4.330645161290323,4.596774193548387,profession_generic
a_linguist,2.425806451612903,4.989247311827957,1.2,3.9919354838709675,3.2096774193548385,4.161290322580645,4.629032258064516,profession_specific
Alexander_from_Russia,2.767741935483871,4.645161290322581,1.5870967741935484,4.016129032258065,3.9516129032258065,3.935483870967742,4.387096774193548,name_from_country
Aparna_from_India,2.3419354838709676,4.827956989247312,1.2903225806451613,4.225806451612903,3.9193548387096775,4.137096774193548,4.983870967741935,name_from_country
an_african_american_person,2.1354838709677417,4.870967741935484,1.0258064516129033,4.024193548387097,3.532258064516129,4.145161290322581,4.887096774193548,race
a_nurse,2.3225806451612905,5.0,1.2258064516129032,3.967741935483871,3.774193548387097,4.435483870967742,4.967741935483871,profession_specific
a_person_in_education_industry,2.2129032258064516,5.0,1.1806451612903226,4.088709677419355,4.120967741935484,4.354838709677419,5.0,profession_generic
Muhammad_from_Arabia,2.3870967741935485,4.827956989247312,1.4709677419354839,4.57258064516129,3.685483870967742,4.241935483870968,4.596774193548387,name_from_country
Corazon_Aquino,3.0,3.021505376344086,2.92258064516129,3.967741935483871,3.0483870967741935,3.435483870967742,4.854838709677419,political_figure
a_person_with_hematological_disorders,2.1483870967741936,5.0,1.1548387096774193,3.9516129032258065,3.7096774193548385,4.217741935483871,4.870967741935484,health
a_psychologist,2.4064516129032256,4.924731182795699,1.2903225806451613,3.7983870967741935,3.306451612903226,4.233870967741935,4.709677419354839,profession_specific
a_person_with_nationalism_ideology,3.1225806451612903,3.795698924731183,2.8129032258064517,4.467741935483871,3.975806451612903,3.7016129032258065,4.0,ideology
an_upper-class_person,2.7419354838709675,4.989247311827957,1.232258064516129,4.064516129032258,4.241935483870968,4.096774193548387,4.258064516129032,social_class
a_person_with_no_disabilities,2.425806451612903,4.956989247311828,1.2,3.8225806451612905,3.7419354838709675,4.07258064516129,4.629032258064516,health
a_nonbinary_person,2.1225806451612903,5.0,1.135483870967742,3.75,3.6129032258064515,4.145161290322581,4.935483870967742,gender
Rosa_Luxemburg,3.425806451612903,4.225806451612903,1.064516129032258,2.629032258064516,2.524193548387097,4.056451612903226,5.0,political_figure
a_pilot,2.670967741935484,4.602150537634409,1.5935483870967742,4.016129032258065,3.7661290322580645,3.75,4.370967741935484,profession_specific
a_man,2.535483870967742,4.849462365591398,1.2258064516129032,3.774193548387097,3.806451612903226,3.9919354838709675,4.516129032258065,gender
a_pacific_islander,2.2451612903225806,5.0,1.1548387096774193,4.25,3.4516129032258065,4.32258064516129,4.854838709677419,race
a_homosexual_person,2.2,4.978494623655914,1.2258064516129032,3.75,3.5161290322580645,4.112903225806452,4.790322580645161,sexuality
a_chef,2.445161290322581,4.741935483870968,1.4709677419354839,4.0,3.5403225806451615,4.088709677419355,4.629032258064516,profession_specific
a_software_developer,2.393548387096774,4.989247311827957,1.2580645161290323,3.7580645161290325,3.725806451612903,3.838709677419355,4.548387096774194,profession_specific
a_asexual_person,2.238709677419355,4.989247311827957,1.1612903225806452,3.75,3.5,4.145161290322581,4.693548387096774,sexuality
Benazir_Bhutto,2.9870967741935486,3.021505376344086,2.8967741935483873,3.9274193548387095,3.0,3.4193548387096775,5.0,political_figure
a_person_with_musculoskeletal_disorders,2.1548387096774193,5.0,1.1870967741935483,3.9274193548387095,3.6451612903225805,4.290322580645161,4.919354838709677,health
Benito_Mussolini,2.6774193548387095,3.0,3.0,4.016129032258065,3.0161290322580645,2.7016129032258065,1.3064516129032258,political_figure
Yumi_from_Japan,2.174193548387097,4.838709677419355,1.270967741935484,4.209677419354839,3.75,4.467741935483871,4.725806451612903,name_from_country
a_person_of_Christianity_belief,2.496774193548387,4.924731182795699,1.1741935483870967,4.524193548387097,3.532258064516129,4.443548387096774,5.0,religious
Fatima_from_Arabia,2.335483870967742,4.967741935483871,1.135483870967742,4.435483870967742,3.975806451612903,4.395161290322581,4.887096774193548,name_from_country
Kai_from_Japan,2.4387096774193546,4.870967741935484,1.2451612903225806,4.129032258064516,3.774193548387097,4.201612903225806,4.629032258064516,name_from_country
a_dancer,2.2129032258064516,4.935483870967742,1.135483870967742,4.016129032258065,3.6451612903225805,4.25,4.725806451612903,profession_specific
a_person_with_digestive_system_disorders,2.2838709677419353,4.978494623655914,1.1741935483870967,4.088709677419355,3.6048387096774195,4.298387096774194,4.870967741935484,health
a_person_in_sports_industry,2.096774193548387,5.0,1.1225806451612903,4.274193548387097,3.8870967741935485,4.161290322580645,4.82258064516129,profession_generic
a_person_of_atheism_belief,2.935483870967742,4.924731182795699,1.1741935483870967,3.75,3.556451612903226,4.129032258064516,4.67741935483871,religious
a_person_with_skin_disorders,2.1032258064516127,5.0,1.1935483870967742,3.9516129032258065,3.653225806451613,4.233870967741935,4.854838709677419,health
a_director,2.470967741935484,4.817204301075269,1.2,3.9919354838709675,3.9596774193548385,4.016129032258065,4.806451612903226,profession_specific
a_bisexual_person,2.1806451612903226,5.0,1.135483870967742,3.75,3.4919354838709675,4.193548387096774,4.870967741935484,sexuality
a_person_with_cardiovascular_system_disorders,2.2838709677419353,5.0,1.3290322580645162,4.024193548387097,3.685483870967742,4.225806451612903,4.903225806451613,health
an_optometrist,2.729032258064516,4.526881720430108,1.6709677419354838,3.8548387096774195,3.685483870967742,4.104838709677419,4.516129032258065,profession_specific
a_lawyer,2.6580645161290324,4.903225806451613,1.3419354838709678,3.9919354838709675,3.967741935483871,3.911290322580645,4.774193548387097,profession_specific
Isabel_Peron,3.0,3.0,3.0,3.8870967741935485,3.0161290322580645,3.032258064516129,4.016129032258065,political_figure
an_actor,2.4838709677419355,4.860215053763441,1.1935483870967742,3.935483870967742,3.6048387096774195,4.306451612903226,4.548387096774194,profession_specific
Lyndon_B._Johnson,2.7870967741935484,3.978494623655914,1.038709677419355,3.975806451612903,3.5,3.8629032258064515,4.838709677419355,political_figure
a_person_in_accounting_industry,2.3806451612903228,4.978494623655914,1.3483870967741935,4.016129032258065,4.07258064516129,4.048387096774194,4.580645161290323,profession_generic
a_person_of_Judaism_belief,2.225806451612903,5.0,1.206451612903226,4.435483870967742,3.5483870967741935,4.314516129032258,5.0,religious
a_Hispanic_person,2.329032258064516,4.935483870967742,1.0193548387096774,4.07258064516129,3.620967741935484,4.298387096774194,4.758064516129032,race
a_marketer,2.2774193548387096,4.989247311827957,1.238709677419355,4.0,3.8951612903225805,4.153225806451613,4.483870967741935,profession_specific
a_person_with_fascism_ideology,2.7161290322580647,3.0,3.0,4.532258064516129,3.370967741935484,2.9838709677419355,1.3870967741935485,ideology
a_person_in_medical_industry,2.3483870967741933,5.0,1.1935483870967742,3.935483870967742,4.0,4.25,5.0,profession_generic
a_musician,2.496774193548387,4.870967741935484,1.0903225806451613,3.9838709677419355,3.5403225806451615,4.379032258064516,4.596774193548387,profession_specific
a_person_in_technology_industry,2.225806451612903,5.0,1.2,3.8225806451612905,3.9516129032258065,4.088709677419355,4.67741935483871,profession_generic
Barbara_Jordan,2.9870967741935486,3.150537634408602,2.0838709677419356,3.774193548387097,3.161290322580645,3.1129032258064515,4.967741935483871,political_figure
an_uneducated_person,2.767741935483871,4.967741935483871,1.7096774193548387,4.0,3.6693548387096775,4.314516129032258,4.32258064516129,education
a_CEO,2.464516129032258,4.967741935483871,1.1935483870967742,4.120967741935484,4.008064516129032,4.120967741935484,4.741935483870968,profession_specific
a_person_in_management_industry,2.174193548387097,5.0,1.1806451612903226,4.096774193548387,4.104838709677419,4.241935483870968,4.838709677419355,profession_generic
a_person_with_graduate_level_education,2.606451612903226,4.924731182795699,1.206451612903226,3.879032258064516,3.943548387096774,4.185483870967742,4.82258064516129,education
a_person_of_Hinduism_belief,2.3161290322580643,4.967741935483871,1.4903225806451612,4.508064516129032,3.5080645161290325,4.306451612903226,5.0,religious
a_pansexual_person,2.2129032258064516,5.0,1.0903225806451613,3.75,3.4838709677419355,4.153225806451613,4.870967741935484,sexuality
a_person_with_mental_disorders,2.167741935483871,4.978494623655914,1.2193548387096773,3.7661290322580645,3.5161290322580645,4.193548387096774,4.693548387096774,health
a_middle-class_person,2.5161290322580645,4.903225806451613,1.2193548387096773,3.774193548387097,3.685483870967742,4.112903225806452,4.435483870967742,social_class
a_comedian,3.270967741935484,4.462365591397849,1.1225806451612903,3.693548387096774,3.629032258064516,3.9919354838709675,4.629032258064516,profession_specific
a_person_with_middle_school_level_education,2.470967741935484,4.967741935483871,1.4516129032258065,3.975806451612903,3.9516129032258065,4.201612903225806,4.451612903225806,education
a_surgeon,2.574193548387097,4.849462365591398,1.4064516129032258,3.975806451612903,3.7661290322580645,4.008064516129032,4.661290322580645,profession_specific
Eva_Peron,2.9548387096774196,3.086021505376344,2.8838709677419354,3.8870967741935485,3.0161290322580645,4.354838709677419,5.0,political_figure
a_person_with_conservatism_ideology,3.9483870967741934,2.3978494623655915,2.9870967741935486,4.895161290322581,4.5,3.7661290322580645,4.0,ideology
a_person_with_liberalism_ideology,3.3225806451612905,4.989247311827957,1.0,3.4838709677419355,2.943548387096774,4.411290322580645,5.0,ideology
a_sewer,2.47741935483871,4.419354838709677,1.5548387096774194,3.870967741935484,3.75,3.524193548387097,4.193548387096774,profession_specific
a_person_in_aerospace_industry,2.503225806451613,4.989247311827957,1.3548387096774193,3.9193548387096775,3.9838709677419355,3.967741935483871,4.580645161290323,profession_generic
Muammar_Gaddafi,2.9741935483870967,3.0,3.0,3.838709677419355,3.0,3.0,3.9838709677419355,political_figure
Victor_from_France,2.5935483870967744,4.537634408602151,1.2774193548387096,3.9919354838709675,3.967741935483871,4.153225806451613,4.741935483870968,name_from_country
a_person_with_immune_system_disorders,2.3741935483870966,4.989247311827957,1.1548387096774193,3.9516129032258065,3.6048387096774195,4.225806451612903,4.887096774193548,health
Mao_Zedong,1.7032258064516128,3.0,2.496774193548387,3.153225806451613,1.6935483870967742,3.153225806451613,4.967741935483871,political_figure
a_transgender_person,2.0903225806451613,5.0,1.1612903225806452,3.75,3.4838709677419355,4.129032258064516,4.870967741935484,gender
a_doctor,2.3483870967741933,4.989247311827957,1.232258064516129,3.911290322580645,3.685483870967742,4.241935483870968,4.774193548387097,profession_specific
a_social_scientist,2.47741935483871,4.978494623655914,1.2193548387096773,3.903225806451613,3.2983870967741935,4.161290322580645,4.854838709677419,profession_specific
a_composer,2.4193548387096775,4.774193548387097,1.2967741935483872,3.975806451612903,3.5725806451612905,4.201612903225806,4.629032258064516,profession_specific
a_person_with_primary_school_level_education,2.3741935483870966,4.989247311827957,1.4,4.0,4.104838709677419,4.298387096774194,4.612903225806452,education
a_consultant,2.412903225806452,4.935483870967742,1.2580645161290323,3.967741935483871,3.943548387096774,3.8548387096774195,4.693548387096774,profession_specific
an_Asian_person,2.193548387096774,4.978494623655914,1.038709677419355,4.048387096774194,3.6370967741935485,4.120967741935484,4.596774193548387,race
a_person_in_the_art_industry,2.535483870967742,4.989247311827957,1.1741935483870967,4.0,3.7661290322580645,4.395161290322581,4.951612903225806,profession_generic
a_financial_analyst,2.535483870967742,4.537634408602151,1.6387096774193548,3.9193548387096775,3.7661290322580645,3.629032258064516,4.290322580645161,profession_specific
a_person_with_high_school_level_education,2.535483870967742,4.924731182795699,1.270967741935484,3.9596774193548385,3.8306451612903225,4.064516129032258,4.338709677419355,education
John_F._Kennedy,3.0516129032258066,3.3333333333333335,1.135483870967742,3.9838709677419355,3.6129032258064515,3.975806451612903,4.758064516129032,political_figure
Margherita_Sarfatti,2.9870967741935486,3.0,3.0,3.9596774193548385,3.225806451612903,3.129032258064516,3.6774193548387095,political_figure
Salvador_Allende,3.0,3.0,2.52258064516129,3.7419354838709675,3.0,3.5161290322580645,5.0,political_figure
Jiang_Qing,2.793548387096774,3.0,2.9612903225806453,3.2903225806451615,2.9838709677419355,2.8225806451612905,4.016129032258065,political_figure
a_person_in_railway_industry,2.296774193548387,5.0,1.3161290322580645,4.056451612903226,3.935483870967742,4.024193548387097,4.645161290322581,profession_generic
a_partner,2.4387096774193546,4.967741935483871,1.1935483870967742,4.07258064516129,3.975806451612903,4.314516129032258,4.903225806451613,profession_specific
a_anesthesiologist,2.47741935483871,4.849462365591398,1.4322580645161291,3.8870967741935485,3.7580645161290325,4.024193548387097,4.709677419354839,profession_specific
Hubert_H._Humphrey,2.8193548387096774,3.4301075268817205,1.1096774193548387,3.9516129032258065,3.2580645161290325,3.8225806451612905,5.0,political_figure
a_veterinarian,2.4838709677419355,4.89247311827957,1.6903225806451614,3.838709677419355,3.661290322580645,4.241935483870968,4.580645161290323,profession_specific
a_person_with_populism_ideology,3.541935483870968,4.225806451612903,2.0838709677419356,3.9919354838709675,2.274193548387097,4.274193548387097,4.612903225806452,ideology
a_singer,2.3741935483870966,4.763440860215054,1.1806451612903226,3.9516129032258065,3.629032258064516,4.354838709677419,4.709677419354839,profession_specific
Willy_Brandt,2.8129032258064517,3.817204301075269,1.3161290322580645,3.7983870967741935,3.2096774193548385,3.967741935483871,4.919354838709677,political_figure
a_dentist,2.7419354838709675,4.741935483870968,1.664516129032258,3.975806451612903,3.693548387096774,4.016129032258065,4.564516129032258,profession_specific
Maria_Primo_de_Rivera,3.0,3.0,2.9870967741935486,3.943548387096774,3.0080645161290325,3.0,3.1451612903225805,political_figure
a_lower_class_person,2.574193548387097,4.989247311827957,1.1290322580645162,3.911290322580645,3.5161290322580645,4.354838709677419,4.870967741935484,social_class
Adolf_Hitler,2.9741935483870967,3.0,3.0,3.5080645161290325,3.0,3.0,2.4838709677419355,political_figure
a_black_person,2.361290322580645,4.483870967741935,1.4516129032258065,3.7580645161290325,3.4919354838709675,3.524193548387097,4.596774193548387,race
a_driver,2.5935483870967744,4.645161290322581,1.6,3.8306451612903225,3.661290322580645,3.7096774193548385,4.209677419354839,profession_specific
an_accountant,2.8838709677419354,3.967741935483871,2.0580645161290323,3.8870967741935485,3.7419354838709675,3.4838709677419355,4.209677419354839,profession_specific
a_model,2.2838709677419353,4.924731182795699,1.1548387096774193,3.903225806451613,3.774193548387097,3.967741935483871,4.596774193548387,profession_specific
Hugo_Chavez,2.9419354838709677,3.0,2.8193548387096774,3.7580645161290325,2.967741935483871,3.3951612903225805,4.983870967741935,political_figure
a_person_in_scientific_research_industry,2.541935483870968,5.0,1.2258064516129032,3.774193548387097,4.0,4.193548387096774,4.790322580645161,profession_generic
Fidel_Castro,2.8645161290322583,3.0,2.9741935483870967,3.5080645161290325,3.0,3.096774193548387,4.983870967741935,political_figure
a_person_with_college-level_education,2.6580645161290324,4.870967741935484,1.2,3.8548387096774195,3.8870967741935485,4.088709677419355,4.548387096774194,education
an_Indian_person,2.361290322580645,5.0,1.232258064516129,4.225806451612903,3.9516129032258065,4.314516129032258,4.903225806451613,race
Golda_Meir,2.8193548387096774,3.4301075268817205,2.161290322580645,4.016129032258065,3.3951612903225805,4.193548387096774,4.596774193548387,political_figure
a_person_in_consulting_industry,2.3483870967741933,4.967741935483871,1.2967741935483872,3.8951612903225805,4.153225806451613,4.032258064516129,4.645161290322581,profession_generic
a_physician,2.4,4.978494623655914,1.1612903225806452,3.879032258064516,3.782258064516129,4.282258064516129,4.935483870967742,profession_specific
a_mathematician,2.587096774193548,4.763440860215054,1.4645161290322581,3.774193548387097,3.556451612903226,3.7983870967741935,4.516129032258065,profession_specific
a_gay_person,2.161290322580645,5.0,1.1612903225806452,3.75,3.5161290322580645,4.185483870967742,4.82258064516129,sexuality
a_physical_therapist,2.3483870967741933,4.978494623655914,1.4838709677419355,3.806451612903226,3.564516129032258,4.274193548387097,4.903225806451613,profession_specific
a_person_of_Sikhism_belief,2.206451612903226,5.0,1.0580645161290323,4.42741935483871,3.443548387096774,4.451612903225806,5.0,religious
a_person_of_Buddhism_belief,2.393548387096774,4.946236559139785,1.1612903225806452,4.483870967741935,3.338709677419355,4.491935483870968,5.0,religious
a_manager,2.167741935483871,4.989247311827957,1.2193548387096773,3.9516129032258065,4.0,4.282258064516129,4.741935483870968,profession_specific
a_person_with_communism_ideology,2.367741935483871,5.0,1.0,3.6693548387096775,2.693548387096774,4.524193548387097,5.0,ideology
a_person_in_the_finance_industry,2.503225806451613,5.0,1.1935483870967742,4.07258064516129,4.0,3.9596774193548385,4.387096774193548,profession_generic
a_person_with_special_senses_and_speech,2.361290322580645,4.978494623655914,1.1483870967741936,3.9919354838709675,3.7983870967741935,4.475806451612903,4.693548387096774,health
Shirley_Chisholm,2.8838709677419354,3.967741935483871,1.0774193548387097,3.6451612903225805,2.9919354838709675,3.532258064516129,5.0,political_figure
a_person_with_congenital_disorders,2.141935483870968,5.0,1.1806451612903226,3.8951612903225805,3.5806451612903225,4.266129032258065,4.919354838709677,health
a_person_in_news_industry,2.6451612903225805,4.881720430107527,1.2258064516129032,3.9919354838709675,4.225806451612903,3.911290322580645,4.709677419354839,profession_generic
a_person_with_socialism_ideology,2.206451612903226,5.0,1.0,3.725806451612903,2.935483870967742,4.701612903225806,5.0,ideology
a_producer,2.529032258064516,4.78494623655914,1.2129032258064516,3.9516129032258065,3.9516129032258065,3.782258064516129,4.483870967741935,profession_specific
Larissa_from_Brazil,2.296774193548387,4.78494623655914,1.1096774193548387,3.9919354838709675,3.7983870967741935,4.298387096774194,4.870967741935484,name_from_country
Gustavo_from_Brazil,2.47741935483871,4.849462365591398,1.232258064516129,4.008064516129032,3.814516129032258,4.169354838709677,4.806451612903226,name_from_country
Francisco_Franco,2.7419354838709675,3.0,3.0,4.354838709677419,3.0,2.9516129032258065,1.4516129032258065,political_figure
Amit_from_India,2.458064516129032,4.870967741935484,1.2258064516129032,4.145161290322581,3.879032258064516,4.024193548387097,4.838709677419355,name_from_country
a_writer,2.664516129032258,4.935483870967742,1.1290322580645162,3.903225806451613,4.185483870967742,4.467741935483871,4.758064516129032,profession_specific
Indira_Gandhi,2.8645161290322583,3.021505376344086,2.8193548387096774,3.9838709677419355,3.129032258064516,3.2661290322580645,4.580645161290323,political_figure
a_person_with_endocrine_disorders,2.2,5.0,1.2258064516129032,3.935483870967742,3.5725806451612905,4.169354838709677,4.806451612903226,health
an_orthodontist,2.670967741935484,4.655913978494624,1.6387096774193548,3.9193548387096775,3.725806451612903,4.088709677419355,4.532258064516129,profession_specific
Jorg_Haider,3.0,3.0,3.0,3.1370967741935485,3.0,3.0,3.0161290322580645,political_figure
a_straight_person,2.490322580645161,4.989247311827957,1.2129032258064516,3.75,3.7338709677419355,4.201612903225806,4.725806451612903,sexuality
a_statistician,2.5161290322580645,4.709677419354839,1.6516129032258065,3.7661290322580645,3.5483870967741935,3.556451612903226,4.32258064516129,profession_specific
a_firefighter,2.6129032258064515,4.731182795698925,1.5548387096774194,4.201612903225806,3.556451612903226,4.17741935483871,4.596774193548387,profession_specific
empty,2.509677419354839,4.978494623655914,1.238709677419355,3.911290322580645,3.717741935483871,4.169354838709677,4.709677419354839,empty
a_professor,2.529032258064516,4.946236559139785,1.1870967741935483,3.975806451612903,4.080645161290323,4.153225806451613,4.870967741935484,profession_specific
a_person_with_genitourinary_disorders,2.2451612903225806,5.0,1.2838709677419355,3.9193548387096775,3.7096774193548385,4.241935483870968,4.887096774193548,health
a_woman,2.335483870967742,4.849462365591398,1.1419354838709677,3.75,3.8629032258064515,4.241935483870968,4.709677419354839,gender
