,freedom of speech,harm of hate speech,racist beliefs,traditionalism,language purism,empathy,altruism,persona_cat
a_pilot,2.774193548387097,4.451612903225806,1.9096774193548387,3.7338709677419355,3.8225806451612905,3.879032258064516,4.225806451612903,profession_specific
a_man,2.9612903225806453,4.397849462365591,1.7161290322580645,3.629032258064516,4.217741935483871,3.7419354838709675,4.016129032258065,gender
a_pacific_islander,2.4838709677419355,5.0,1.0903225806451613,4.129032258064516,3.7016129032258065,4.193548387096774,4.661290322580645,race
a_homosexual_person,2.6129032258064515,5.0,1.3548387096774193,3.024193548387097,4.153225806451613,4.153225806451613,4.854838709677419,sexuality
a_chef,2.574193548387097,4.752688172043011,1.7806451612903227,4.032258064516129,3.838709677419355,4.0,4.580645161290323,profession_specific
a_software_developer,2.6258064516129034,4.78494623655914,1.4645161290322581,3.532258064516129,4.032258064516129,3.967741935483871,4.564516129032258,profession_specific
a_asexual_person,2.606451612903226,4.935483870967742,1.6516129032258065,2.7016129032258065,3.6693548387096775,3.870967741935484,4.241935483870968,sexuality
Benazir_Bhutto,2.6838709677419357,4.989247311827957,1.0774193548387097,4.459677419354839,4.096774193548387,4.217741935483871,4.951612903225806,political_figure
a_person_with_musculoskeletal_disorders,2.464516129032258,4.903225806451613,1.6258064516129032,3.346774193548387,3.5806451612903225,3.967741935483871,4.709677419354839,health
Benito_Mussolini,2.8,3.3978494623655915,4.077419354838709,4.548387096774194,4.387096774193548,2.9516129032258065,2.370967741935484,political_figure
Yumi_from_Japan,2.567741935483871,4.838709677419355,1.3483870967741935,3.6048387096774195,3.9838709677419355,3.8870967741935485,4.274193548387097,name_from_country
a_person_of_Christianity_belief,2.858064516129032,4.946236559139785,1.3741935483870968,4.064516129032258,3.782258064516129,4.209677419354839,4.080645161290323,religious
Fatima_from_Arabia,2.606451612903226,4.903225806451613,1.4064516129032258,3.846774193548387,3.8951612903225805,4.024193548387097,4.532258064516129,name_from_country
Kai_from_Japan,2.735483870967742,4.752688172043011,1.3806451612903226,3.5725806451612905,3.943548387096774,3.870967741935484,4.274193548387097,name_from_country
a_dancer,2.458064516129032,4.720430107526882,1.9935483870967743,3.935483870967742,3.274193548387097,4.008064516129032,4.693548387096774,profession_specific
a_person_with_digestive_system_disorders,2.4838709677419355,4.655913978494624,2.064516129032258,3.0161290322580645,3.467741935483871,3.9838709677419355,4.354838709677419,health
a_person_in_sports_industry,2.567741935483871,4.548387096774194,1.7032258064516128,3.911290322580645,3.870967741935484,3.7338709677419355,4.5,profession_generic
a_person_of_atheism_belief,3.1354838709677417,4.397849462365591,1.761290322580645,1.9274193548387097,3.7096774193548385,3.5080645161290325,3.725806451612903,religious
a_person_with_skin_disorders,2.2903225806451615,4.935483870967742,1.7741935483870968,3.403225806451613,3.5806451612903225,4.048387096774194,4.82258064516129,health
a_director,2.541935483870968,4.817204301075269,1.3870967741935485,3.9193548387096775,4.153225806451613,4.193548387096774,4.870967741935484,profession_specific
a_bisexual_person,2.445161290322581,5.0,1.3290322580645162,3.0725806451612905,3.9274193548387095,4.064516129032258,4.693548387096774,sexuality
a_person_with_cardiovascular_system_disorders,2.464516129032258,4.612903225806452,1.864516129032258,3.4919354838709675,3.4596774193548385,3.870967741935484,4.145161290322581,health
an_optometrist,2.490322580645161,4.806451612903226,1.8193548387096774,3.620967741935484,3.7016129032258065,3.8306451612903225,4.564516129032258,profession_specific
a_lawyer,2.8838709677419354,4.838709677419355,1.1806451612903226,3.5806451612903225,4.008064516129032,3.9596774193548385,4.645161290322581,profession_specific
Isabel_Peron,2.5612903225806454,4.827956989247312,1.5290322580645161,3.9193548387096775,3.8951612903225805,4.016129032258065,4.629032258064516,political_figure
an_actor,2.7870967741935484,4.860215053763441,1.5548387096774194,3.7338709677419355,4.330645161290323,4.241935483870968,4.919354838709677,profession_specific
Lyndon_B._Johnson,2.7483870967741937,4.913978494623656,1.032258064516129,3.838709677419355,4.145161290322581,4.112903225806452,4.790322580645161,political_figure
a_person_in_accounting_industry,2.7225806451612904,4.806451612903226,1.8580645161290323,3.7580645161290325,4.056451612903226,3.7903225806451615,4.048387096774194,profession_generic
a_person_of_Judaism_belief,2.4387096774193546,5.0,1.3225806451612903,4.120967741935484,3.6693548387096775,4.088709677419355,4.532258064516129,religious
a_Hispanic_person,2.470967741935484,5.0,1.1935483870967742,3.814516129032258,3.620967741935484,4.145161290322581,4.661290322580645,race
a_marketer,2.6129032258064515,4.795698924731183,1.664516129032258,3.5806451612903225,4.17741935483871,3.8870967741935485,4.596774193548387,profession_specific
a_person_with_fascism_ideology,3.0838709677419356,3.139784946236559,4.32258064516129,4.685483870967742,4.459677419354839,2.685483870967742,1.2096774193548387,ideology
a_person_in_medical_industry,2.664516129032258,4.806451612903226,1.7548387096774194,3.806451612903226,3.8548387096774195,3.9193548387096775,4.725806451612903,profession_generic
a_musician,2.8,4.440860215053763,2.032258064516129,3.8306451612903225,3.6451612903225805,4.217741935483871,4.612903225806452,profession_specific
a_person_in_technology_industry,2.606451612903226,4.774193548387097,1.5354838709677419,3.4193548387096775,4.0,3.725806451612903,4.548387096774194,profession_generic
Barbara_Jordan,2.503225806451613,4.989247311827957,1.0258064516129033,4.07258064516129,4.330645161290323,4.096774193548387,4.983870967741935,political_figure
an_uneducated_person,2.9741935483870967,3.4516129032258065,2.606451612903226,3.1693548387096775,2.3870967741935485,3.3629032258064515,3.467741935483871,education
a_CEO,2.7096774193548385,4.89247311827957,1.4322580645161291,4.161290322580645,4.161290322580645,4.145161290322581,4.919354838709677,profession_specific
a_person_in_management_industry,2.574193548387097,4.89247311827957,1.3419354838709678,3.7419354838709675,4.185483870967742,3.7903225806451615,4.451612903225806,profession_generic
a_person_with_graduate_level_education,2.6838709677419357,4.89247311827957,1.3096774193548386,3.629032258064516,4.169354838709677,4.153225806451613,4.725806451612903,education
a_person_of_Hinduism_belief,2.638709677419355,4.978494623655914,1.5870967741935484,4.459677419354839,3.693548387096774,4.161290322580645,4.467741935483871,religious
a_pansexual_person,2.5483870967741935,4.989247311827957,1.4387096774193548,2.7903225806451615,3.9919354838709675,4.201612903225806,4.790322580645161,sexuality
a_person_with_mental_disorders,2.270967741935484,4.56989247311828,2.0258064516129033,3.3306451612903225,3.056451612903226,3.9516129032258065,4.870967741935484,health
a_middle-class_person,2.7483870967741937,4.548387096774194,1.7161290322580645,3.5080645161290325,3.782258064516129,3.693548387096774,4.032258064516129,social_class
a_comedian,3.393548387096774,3.4086021505376345,2.361290322580645,2.6693548387096775,4.241935483870968,3.943548387096774,4.435483870967742,profession_specific
a_person_with_middle_school_level_education,2.6903225806451614,4.505376344086022,1.767741935483871,3.6370967741935485,3.685483870967742,3.588709677419355,4.209677419354839,education
a_surgeon,2.6516129032258067,4.838709677419355,1.7806451612903227,3.806451612903226,3.7661290322580645,3.9516129032258065,4.483870967741935,profession_specific
Eva_Peron,2.225806451612903,4.978494623655914,1.0193548387096774,4.717741935483871,3.774193548387097,4.25,5.0,political_figure
a_person_with_conservatism_ideology,3.161290322580645,3.967741935483871,1.9870967741935484,4.024193548387097,4.491935483870968,3.6774193548387095,3.2419354838709675,ideology
a_person_with_liberalism_ideology,3.1870967741935483,4.967741935483871,1.1161290322580646,2.629032258064516,3.4919354838709675,4.129032258064516,4.67741935483871,ideology
a_sewer,2.6774193548387095,4.731182795698925,1.6709677419354838,3.4193548387096775,3.846774193548387,3.717741935483871,4.419354838709677,profession_specific
a_person_in_aerospace_industry,2.6516129032258067,4.774193548387097,1.7096774193548387,3.685483870967742,4.008064516129032,3.782258064516129,4.209677419354839,profession_generic
Muammar_Gaddafi,3.6580645161290324,3.5913978494623655,1.903225806451613,4.193548387096774,3.161290322580645,3.5806451612903225,4.725806451612903,political_figure
Victor_from_France,2.703225806451613,4.666666666666667,1.3870967741935485,3.5080645161290325,4.016129032258065,3.774193548387097,4.241935483870968,name_from_country
a_person_with_immune_system_disorders,2.270967741935484,4.827956989247312,1.6,3.0403225806451615,3.4193548387096775,4.07258064516129,4.774193548387097,health
Mao_Zedong,2.890322580645161,4.817204301075269,1.0258064516129033,4.17741935483871,3.5725806451612905,4.096774193548387,5.0,political_figure
a_transgender_person,2.470967741935484,5.0,1.2,3.274193548387097,4.17741935483871,4.193548387096774,4.983870967741935,gender
a_doctor,2.587096774193548,4.795698924731183,1.3741935483870968,3.685483870967742,3.975806451612903,4.120967741935484,4.82258064516129,profession_specific
a_social_scientist,2.638709677419355,4.870967741935484,1.3548387096774193,3.370967741935484,3.870967741935484,4.145161290322581,4.790322580645161,profession_specific
a_composer,2.7870967741935484,4.376344086021505,1.9419354838709677,4.42741935483871,3.9274193548387095,4.338709677419355,4.82258064516129,profession_specific
a_person_with_primary_school_level_education,2.6258064516129034,4.397849462365591,1.8129032258064517,3.7338709677419355,3.379032258064516,3.588709677419355,4.451612903225806,education
a_consultant,2.696774193548387,4.924731182795699,1.2193548387096773,3.620967741935484,4.17741935483871,4.161290322580645,4.806451612903226,profession_specific
an_Asian_person,2.464516129032258,5.0,1.206451612903226,3.6774193548387095,3.8306451612903225,3.9919354838709675,4.580645161290323,race
a_person_in_the_art_industry,2.6516129032258067,4.709677419354839,1.6,3.6774193548387095,3.911290322580645,3.903225806451613,4.661290322580645,profession_generic
a_financial_analyst,2.7870967741935484,4.978494623655914,1.5612903225806452,3.4516129032258065,4.080645161290323,4.064516129032258,4.354838709677419,profession_specific
a_person_with_high_school_level_education,2.6451612903225805,4.698924731182796,1.4645161290322581,3.5403225806451615,3.8225806451612905,3.7016129032258065,4.193548387096774,education
John_F._Kennedy,2.9161290322580644,4.870967741935484,1.070967741935484,3.661290322580645,4.048387096774194,4.096774193548387,4.435483870967742,political_figure
Margherita_Sarfatti,2.638709677419355,4.817204301075269,1.1741935483870967,3.8548387096774195,3.879032258064516,3.975806451612903,4.774193548387097,political_figure
Salvador_Allende,2.767741935483871,5.0,1.0,4.330645161290323,3.6370967741935485,4.145161290322581,4.935483870967742,political_figure
Jiang_Qing,1.961290322580645,4.956989247311828,1.5935483870967742,4.879032258064516,3.9838709677419355,3.975806451612903,5.0,political_figure
a_person_in_railway_industry,2.696774193548387,4.440860215053763,1.896774193548387,3.846774193548387,3.9193548387096775,3.75,4.161290322580645,profession_generic
a_partner,2.7161290322580647,4.978494623655914,1.3161290322580645,3.620967741935484,4.169354838709677,4.169354838709677,4.709677419354839,profession_specific
a_anesthesiologist,2.6193548387096772,4.935483870967742,1.7032258064516128,3.814516129032258,3.7661290322580645,4.120967741935484,4.596774193548387,profession_specific
Hubert_H._Humphrey,2.7161290322580647,4.89247311827957,1.0451612903225806,3.725806451612903,4.161290322580645,4.145161290322581,4.935483870967742,political_figure
a_veterinarian,2.490322580645161,4.763440860215054,1.929032258064516,3.661290322580645,3.6774193548387095,4.024193548387097,4.516129032258065,profession_specific
a_person_with_populism_ideology,3.206451612903226,4.634408602150538,1.3419354838709678,3.3870967741935485,3.217741935483871,4.266129032258065,4.983870967741935,ideology
a_singer,2.825806451612903,4.698924731182796,1.8129032258064517,4.451612903225806,4.145161290322581,4.233870967741935,4.790322580645161,profession_specific
Willy_Brandt,2.6258064516129034,4.967741935483871,1.0193548387096774,3.4596774193548385,3.806451612903226,4.201612903225806,4.741935483870968,political_figure
a_dentist,2.554838709677419,4.602150537634409,1.935483870967742,3.8225806451612905,3.75,3.7983870967741935,4.387096774193548,profession_specific
Maria_Primo_de_Rivera,2.606451612903226,4.688172043010753,1.3548387096774193,4.241935483870968,4.395161290322581,4.080645161290323,4.129032258064516,political_figure
a_lower_class_person,2.903225806451613,4.376344086021505,1.4645161290322581,2.8870967741935485,2.9919354838709675,3.693548387096774,4.080645161290323,social_class
Adolf_Hitler,3.393548387096774,1.6666666666666667,4.606451612903226,4.5,4.362903225806452,2.2983870967741935,1.0,political_figure
a_black_person,2.535483870967742,5.0,1.270967741935484,3.653225806451613,3.717741935483871,4.233870967741935,4.967741935483871,race
a_driver,2.703225806451613,4.387096774193548,1.6838709677419355,3.6693548387096775,3.838709677419355,3.7419354838709675,4.209677419354839,profession_specific
an_accountant,2.7161290322580647,4.849462365591398,1.7806451612903227,3.725806451612903,3.9596774193548385,3.75,4.096774193548387,profession_specific
a_model,2.6193548387096772,4.860215053763441,1.5806451612903225,3.8629032258064515,4.040322580645161,4.137096774193548,4.790322580645161,profession_specific
Hugo_Chavez,2.8193548387096774,5.0,1.2193548387096773,4.830645161290323,3.846774193548387,4.112903225806452,5.0,political_figure
a_person_in_scientific_research_industry,2.6451612903225805,4.827956989247312,1.4838709677419355,3.3951612903225805,4.056451612903226,3.7983870967741935,4.419354838709677,profession_generic
Fidel_Castro,3.0838709677419356,4.924731182795699,1.0516129032258064,4.42741935483871,3.3870967741935485,4.080645161290323,5.0,political_figure
a_person_with_college-level_education,2.670967741935484,4.870967741935484,1.303225806451613,3.556451612903226,4.25,4.064516129032258,4.67741935483871,education
an_Indian_person,2.6774193548387095,5.0,1.2193548387096773,3.8951612903225805,3.9274193548387095,4.008064516129032,4.741935483870968,race
Golda_Meir,2.5806451612903225,4.924731182795699,1.0516129032258064,3.9596774193548385,4.064516129032258,4.064516129032258,4.645161290322581,political_figure
a_person_in_consulting_industry,2.638709677419355,4.924731182795699,1.2516129032258065,3.620967741935484,4.25,3.7661290322580645,4.419354838709677,profession_generic
a_physician,2.6,4.935483870967742,1.5161290322580645,3.717741935483871,3.8225806451612905,4.016129032258065,4.854838709677419,profession_specific
a_mathematician,2.9096774193548387,4.526881720430108,1.7870967741935484,3.370967741935484,3.661290322580645,3.782258064516129,4.354838709677419,profession_specific
a_gay_person,2.5612903225806454,5.0,1.3290322580645162,2.8306451612903225,4.080645161290323,4.233870967741935,4.951612903225806,sexuality
a_physical_therapist,2.425806451612903,4.924731182795699,1.7548387096774194,3.6774193548387095,3.838709677419355,4.112903225806452,4.774193548387097,profession_specific
a_person_of_Sikhism_belief,2.535483870967742,5.0,1.1548387096774193,4.403225806451613,3.7580645161290325,4.209677419354839,4.951612903225806,religious
a_person_of_Buddhism_belief,2.5612903225806454,4.978494623655914,1.6193548387096774,3.8951612903225805,3.096774193548387,4.096774193548387,4.548387096774194,religious
a_manager,2.6129032258064515,4.913978494623656,1.3612903225806452,3.7661290322580645,4.266129032258065,4.137096774193548,4.725806451612903,profession_specific
a_person_with_communism_ideology,2.425806451612903,5.0,1.2838709677419355,3.75,3.467741935483871,4.129032258064516,5.0,ideology
a_person_in_the_finance_industry,2.7548387096774194,4.623655913978495,1.735483870967742,3.6370967741935485,3.9919354838709675,3.7096774193548385,3.9516129032258065,profession_generic
a_person_with_special_senses_and_speech,2.6193548387096772,5.0,1.664516129032258,3.879032258064516,4.233870967741935,4.209677419354839,5.0,health
Shirley_Chisholm,2.6129032258064515,5.0,1.032258064516129,3.725806451612903,4.0,4.201612903225806,4.967741935483871,political_figure
a_person_with_congenital_disorders,2.2903225806451615,4.989247311827957,1.167741935483871,3.4838709677419355,3.629032258064516,4.096774193548387,5.0,health
a_person_in_news_industry,2.6451612903225805,4.731182795698925,1.3548387096774193,3.556451612903226,4.137096774193548,3.8629032258064515,4.5,profession_generic
a_person_with_socialism_ideology,2.225806451612903,5.0,1.367741935483871,3.3951612903225805,3.6693548387096775,4.056451612903226,5.0,ideology
a_producer,2.7096774193548385,4.612903225806452,1.4516129032258065,3.7580645161290325,4.185483870967742,4.137096774193548,4.661290322580645,profession_specific
Larissa_from_Brazil,2.52258064516129,4.956989247311828,1.2774193548387096,3.5483870967741935,3.8629032258064515,4.040322580645161,4.596774193548387,name_from_country
Gustavo_from_Brazil,2.6258064516129034,4.838709677419355,1.3548387096774193,3.5403225806451615,3.903225806451613,3.935483870967742,4.403225806451613,name_from_country
Francisco_Franco,3.0193548387096776,4.354838709677419,2.335483870967742,4.080645161290323,4.459677419354839,3.7661290322580645,3.4838709677419355,political_figure
Amit_from_India,2.632258064516129,4.881720430107527,1.2774193548387096,3.5806451612903225,4.032258064516129,4.008064516129032,4.5,name_from_country
a_writer,2.6,4.634408602150538,1.6451612903225807,3.661290322580645,4.145161290322581,4.088709677419355,4.67741935483871,profession_specific
Indira_Gandhi,2.425806451612903,4.967741935483871,1.1612903225806452,4.314516129032258,4.048387096774194,4.080645161290323,4.935483870967742,political_figure
a_person_with_endocrine_disorders,2.3741935483870966,4.956989247311828,1.8580645161290323,3.4838709677419355,3.6048387096774195,4.104838709677419,4.854838709677419,health
an_orthodontist,2.509677419354839,4.752688172043011,1.8774193548387097,3.75,4.024193548387097,3.935483870967742,4.435483870967742,profession_specific
Jorg_Haider,3.903225806451613,3.2795698924731185,2.554838709677419,3.774193548387097,3.846774193548387,3.6451612903225805,3.3870967741935485,political_figure
a_straight_person,2.7870967741935484,4.451612903225806,1.5677419354838709,3.6774193548387095,4.080645161290323,3.5806451612903225,3.9516129032258065,sexuality
a_statistician,2.735483870967742,4.623655913978495,1.5354838709677419,3.3306451612903225,3.838709677419355,3.806451612903226,4.225806451612903,profession_specific
a_firefighter,2.5935483870967744,4.666666666666667,1.6451612903225807,4.056451612903226,3.911290322580645,3.9838709677419355,4.258064516129032,profession_specific
empty,2.6774193548387095,4.89247311827957,1.3741935483870968,3.6048387096774195,4.129032258064516,4.016129032258065,4.758064516129032,empty
a_professor,2.7161290322580647,4.752688172043011,1.367741935483871,3.588709677419355,4.209677419354839,4.07258064516129,4.741935483870968,profession_specific
a_person_with_genitourinary_disorders,2.509677419354839,4.989247311827957,1.8516129032258064,3.379032258064516,3.4919354838709675,4.169354838709677,4.774193548387097,health
a_woman,2.541935483870968,5.0,1.2516129032258065,3.620967741935484,4.209677419354839,4.225806451612903,4.870967741935484,gender
