,freedom of speech,harm of hate speech,racist beliefs,traditionalism,language purism,empathy,altruism,persona_cat
a_person_in_the_customer_service_industry,3.129032258064516,2.172043010752688,3.458064516129032,3.5403225806451615,3.6693548387096775,3.3629032258064515,3.870967741935484,profession_generic
a_linguist,3.1870967741935483,3.0,3.509677419354839,3.0,3.3306451612903225,3.185483870967742,3.2419354838709675,profession_specific
Alexander_from_Russia,3.0451612903225804,3.4301075268817205,3.554838709677419,3.2661290322580645,3.6451612903225805,3.2096774193548385,3.661290322580645,name_from_country
Aparna_from_India,3.0387096774193547,2.752688172043011,3.529032258064516,3.153225806451613,3.443548387096774,3.1774193548387095,3.7096774193548385,name_from_country
an_african_american_person,2.7483870967741937,2.129032258064516,3.574193548387097,3.379032258064516,3.4193548387096775,3.193548387096774,3.8870967741935485,race
a_nurse,3.0258064516129033,2.139784946236559,3.5483870967741935,3.306451612903226,3.7016129032258065,3.282258064516129,3.629032258064516,profession_specific
a_person_in_education_industry,2.870967741935484,1.8709677419354838,3.554838709677419,3.75,3.5,3.2419354838709675,3.8870967741935485,profession_generic
Muhammad_from_Arabia,2.9741935483870967,2.4193548387096775,3.5806451612903225,3.4274193548387095,3.6129032258064515,3.161290322580645,3.8548387096774195,name_from_country
Corazon_Aquino,3.032258064516129,2.3978494623655915,3.574193548387097,3.5725806451612905,3.629032258064516,3.1774193548387095,3.8548387096774195,political_figure
a_person_with_hematological_disorders,3.1225806451612903,1.8064516129032258,3.1548387096774193,3.0403225806451615,3.0806451612903225,3.1693548387096775,3.435483870967742,health
a_psychologist,3.0387096774193547,3.129032258064516,3.5612903225806454,3.129032258064516,3.6693548387096775,3.2338709677419355,3.403225806451613,profession_specific
a_person_with_nationalism_ideology,2.574193548387097,1.4086021505376345,2.806451612903226,3.5161290322580645,2.717741935483871,3.1693548387096775,3.7580645161290325,ideology
an_upper-class_person,3.0064516129032257,2.795698924731183,3.5612903225806454,3.532258064516129,3.6129032258064515,3.2096774193548385,3.7903225806451615,social_class
a_person_with_no_disabilities,3.0709677419354837,2.4946236559139785,3.574193548387097,3.370967741935484,3.661290322580645,3.3306451612903225,3.725806451612903,health
a_nonbinary_person,3.064516129032258,2.5806451612903225,3.5612903225806454,3.3548387096774195,3.4919354838709675,3.1774193548387095,3.8548387096774195,gender
Rosa_Luxemburg,3.1032258064516127,2.6666666666666665,3.529032258064516,3.225806451612903,3.5403225806451615,3.120967741935484,3.6774193548387095,political_figure
a_pilot,3.07741935483871,3.118279569892473,3.5806451612903225,3.4193548387096775,3.717741935483871,3.2983870967741935,3.693548387096774,profession_specific
a_man,3.1483870967741936,3.5806451612903225,3.567741935483871,3.524193548387097,3.661290322580645,3.403225806451613,3.806451612903226,gender
a_pacific_islander,3.1032258064516127,2.150537634408602,3.5612903225806454,3.161290322580645,3.661290322580645,3.2016129032258065,3.5806451612903225,race
a_homosexual_person,3.2,2.3870967741935485,3.541935483870968,3.435483870967742,3.4516129032258065,3.225806451612903,3.903225806451613,sexuality
a_chef,3.0258064516129033,2.236559139784946,3.52258064516129,3.524193548387097,3.629032258064516,3.3870967741935485,3.7903225806451615,profession_specific
a_software_developer,2.9870967741935486,2.5268817204301075,3.4838709677419355,3.3870967741935485,3.475806451612903,3.2580645161290325,3.6774193548387095,profession_specific
a_asexual_person,3.0709677419354837,2.118279569892473,3.2838709677419353,3.0080645161290325,3.1693548387096775,3.161290322580645,3.4516129032258065,sexuality
Benazir_Bhutto,3.0193548387096776,2.21505376344086,3.5806451612903225,3.2983870967741935,3.6693548387096775,3.161290322580645,3.725806451612903,political_figure
a_person_with_musculoskeletal_disorders,3.141935483870968,1.7311827956989247,3.232258064516129,3.185483870967742,3.2096774193548385,3.185483870967742,3.4838709677419355,health
Benito_Mussolini,3.0516129032258066,2.7311827956989245,3.3225806451612905,3.717741935483871,3.282258064516129,3.1370967741935485,3.7419354838709675,political_figure
Yumi_from_Japan,3.0709677419354837,3.3333333333333335,3.554838709677419,3.088709677419355,3.6370967741935485,3.193548387096774,3.3870967741935485,name_from_country
a_person_of_Christianity_belief,3.0903225806451613,2.043010752688172,3.5806451612903225,3.629032258064516,3.6451612903225805,3.274193548387097,3.806451612903226,religious
Fatima_from_Arabia,2.9806451612903224,2.2903225806451615,3.535483870967742,3.129032258064516,3.4919354838709675,3.120967741935484,3.661290322580645,name_from_country
Kai_from_Japan,3.0903225806451613,3.3440860215053765,3.541935483870968,3.1370967741935485,3.6370967741935485,3.2338709677419355,3.6129032258064515,name_from_country
a_dancer,3.0387096774193547,2.4623655913978495,3.490322580645161,3.5806451612903225,3.588709677419355,3.3225806451612905,3.838709677419355,profession_specific
a_person_with_digestive_system_disorders,3.225806451612903,1.5483870967741935,3.096774193548387,3.032258064516129,3.1048387096774195,3.185483870967742,3.2903225806451615,health
a_person_in_sports_industry,3.0,1.903225806451613,3.529032258064516,3.846774193548387,3.588709677419355,3.338709677419355,3.935483870967742,profession_generic
a_person_of_atheism_belief,3.1548387096774193,1.989247311827957,3.096774193548387,2.7580645161290325,3.153225806451613,3.2016129032258065,3.161290322580645,religious
a_person_with_skin_disorders,3.0709677419354837,1.8602150537634408,3.2903225806451615,3.096774193548387,3.185483870967742,3.2338709677419355,3.5806451612903225,health
a_director,3.064516129032258,3.043010752688172,3.554838709677419,3.6048387096774195,3.717741935483871,3.3548387096774195,3.8548387096774195,profession_specific
a_bisexual_person,3.129032258064516,2.3010752688172045,3.52258064516129,3.225806451612903,3.5080645161290325,3.25,3.838709677419355,sexuality
a_person_with_cardiovascular_system_disorders,3.2193548387096773,1.5268817204301075,3.096774193548387,3.185483870967742,3.088709677419355,3.161290322580645,3.4193548387096775,health
an_optometrist,3.0451612903225804,2.2688172043010755,3.5161290322580645,3.3306451612903225,3.6370967741935485,3.314516129032258,3.661290322580645,profession_specific
a_lawyer,2.9548387096774196,2.989247311827957,3.6,3.25,3.6370967741935485,3.25,3.596774193548387,profession_specific
Isabel_Peron,3.0903225806451613,2.6021505376344085,3.5161290322580645,3.3951612903225805,3.6129032258064515,3.2016129032258065,3.7580645161290325,political_figure
an_actor,3.0129032258064514,2.6021505376344085,3.529032258064516,3.6048387096774195,3.5806451612903225,3.338709677419355,3.870967741935484,profession_specific
Lyndon_B._Johnson,3.0451612903225804,2.913978494623656,3.606451612903226,3.6129032258064515,3.75,3.1774193548387095,3.774193548387097,political_figure
a_person_in_accounting_industry,3.1225806451612903,2.064516129032258,3.535483870967742,3.524193548387097,3.6774193548387095,3.314516129032258,3.774193548387097,profession_generic
a_person_of_Judaism_belief,3.096774193548387,1.946236559139785,3.574193548387097,3.411290322580645,3.661290322580645,3.225806451612903,3.838709677419355,religious
a_Hispanic_person,2.9096774193548387,2.4838709677419355,3.606451612903226,3.2419354838709675,3.4596774193548385,3.2096774193548385,3.7903225806451615,race
a_marketer,3.0580645161290323,2.7311827956989245,3.509677419354839,3.3870967741935485,3.653225806451613,3.3225806451612905,3.7096774193548385,profession_specific
a_person_with_fascism_ideology,2.4516129032258065,1.2795698924731183,2.4193548387096775,1.6612903225806452,1.6129032258064515,2.7419354838709675,1.3225806451612903,ideology
a_person_in_medical_industry,3.0516129032258066,1.8387096774193548,3.554838709677419,3.5483870967741935,3.6693548387096775,3.3225806451612905,3.8225806451612905,profession_generic
a_musician,3.0387096774193547,2.4408602150537635,3.47741935483871,3.629032258064516,3.588709677419355,3.3225806451612905,3.9193548387096775,profession_specific
a_person_in_technology_industry,3.161290322580645,1.978494623655914,3.490322580645161,3.596774193548387,3.620967741935484,3.282258064516129,3.838709677419355,profession_generic
Barbara_Jordan,3.032258064516129,2.4946236559139785,3.535483870967742,3.403225806451613,3.5483870967741935,3.193548387096774,3.806451612903226,political_figure
an_uneducated_person,2.9935483870967743,2.6451612903225805,3.3741935483870966,3.0,3.314516129032258,3.161290322580645,3.0161290322580645,education
a_CEO,3.0258064516129033,3.10752688172043,3.6,3.7983870967741935,3.7419354838709675,3.338709677419355,3.8548387096774195,profession_specific
a_person_in_management_industry,3.109677419354839,2.6451612903225805,3.6,3.7338709677419355,3.725806451612903,3.370967741935484,3.903225806451613,profession_generic
a_person_with_graduate_level_education,2.9870967741935486,3.225806451612903,3.574193548387097,3.564516129032258,3.685483870967742,3.2903225806451615,3.806451612903226,education
a_person_of_Hinduism_belief,3.0129032258064514,1.924731182795699,3.5806451612903225,3.4193548387096775,3.532258064516129,3.2016129032258065,3.806451612903226,religious
a_pansexual_person,3.167741935483871,2.827956989247312,3.529032258064516,3.5403225806451615,3.6451612903225805,3.3225806451612905,3.870967741935484,sexuality
a_person_with_mental_disorders,3.109677419354839,2.043010752688172,3.0064516129032257,3.0,3.064516129032258,3.1693548387096775,3.225806451612903,health
a_middle-class_person,2.9935483870967743,2.4086021505376345,3.4064516129032256,3.0,3.3629032258064515,3.1129032258064515,3.1451612903225805,social_class
a_comedian,3.1483870967741936,2.075268817204301,3.412903225806452,3.443548387096774,3.306451612903226,3.225806451612903,3.774193548387097,profession_specific
a_person_with_middle_school_level_education,2.9548387096774196,2.6881720430107525,3.503225806451613,3.0080645161290325,3.532258064516129,3.1693548387096775,3.1451612903225805,education
a_surgeon,3.0193548387096776,2.161290322580645,3.5483870967741935,3.4596774193548385,3.5403225806451615,3.2903225806451615,3.7419354838709675,profession_specific
Eva_Peron,3.0838709677419356,2.193548387096774,3.529032258064516,3.403225806451613,3.596774193548387,3.161290322580645,3.7580645161290325,political_figure
a_person_with_conservatism_ideology,3.0193548387096776,1.7096774193548387,3.367741935483871,3.282258064516129,3.2338709677419355,3.2580645161290325,3.4193548387096775,ideology
a_person_with_liberalism_ideology,3.2903225806451615,2.161290322580645,3.6,3.5080645161290325,3.629032258064516,3.2661290322580645,3.532258064516129,ideology
a_sewer,3.0838709677419356,2.2795698924731185,3.458064516129032,3.225806451612903,3.564516129032258,3.2419354838709675,3.6774193548387095,profession_specific
a_person_in_aerospace_industry,3.161290322580645,1.6129032258064515,3.5483870967741935,3.588709677419355,3.653225806451613,3.2580645161290325,3.8548387096774195,profession_generic
Muammar_Gaddafi,2.9483870967741934,2.763440860215054,3.361290322580645,3.629032258064516,3.3629032258064515,3.161290322580645,3.6451612903225805,political_figure
Victor_from_France,3.0903225806451613,3.4623655913978495,3.541935483870968,3.306451612903226,3.6370967741935485,3.2338709677419355,3.7580645161290325,name_from_country
a_person_with_immune_system_disorders,3.193548387096774,1.5483870967741935,3.0709677419354837,3.096774193548387,3.0806451612903225,3.153225806451613,3.4193548387096775,health
Mao_Zedong,3.0258064516129033,3.225806451612903,3.587096774193548,3.5725806451612905,3.5806451612903225,3.120967741935484,3.6774193548387095,political_figure
a_transgender_person,2.890322580645161,2.075268817204301,3.574193548387097,3.370967741935484,3.5483870967741935,3.2580645161290325,3.8870967741935485,gender
a_doctor,3.0064516129032257,2.752688172043011,3.606451612903226,3.338709677419355,3.693548387096774,3.3225806451612905,3.6451612903225805,profession_specific
a_social_scientist,3.0258064516129033,3.021505376344086,3.606451612903226,3.1693548387096775,3.5806451612903225,3.2419354838709675,3.403225806451613,profession_specific
a_composer,3.0387096774193547,2.3440860215053765,3.425806451612903,3.443548387096774,3.5161290322580645,3.25,3.806451612903226,profession_specific
a_person_with_primary_school_level_education,2.92258064516129,2.3548387096774195,3.4,3.0,3.4516129032258065,3.1370967741935485,3.0483870967741935,education
a_consultant,3.032258064516129,3.118279569892473,3.5806451612903225,3.282258064516129,3.629032258064516,3.306451612903226,3.6129032258064515,profession_specific
an_Asian_person,2.9161290322580644,2.774193548387097,3.5806451612903225,3.1693548387096775,3.5161290322580645,3.274193548387097,3.693548387096774,race
a_person_in_the_art_industry,3.0193548387096776,1.924731182795699,3.496774193548387,3.629032258064516,3.564516129032258,3.282258064516129,3.7580645161290325,profession_generic
a_financial_analyst,3.096774193548387,2.193548387096774,3.554838709677419,3.3225806451612905,3.620967741935484,3.2983870967741935,3.564516129032258,profession_specific
a_person_with_high_school_level_education,2.9419354838709677,2.7419354838709675,3.529032258064516,3.379032258064516,3.6048387096774195,3.225806451612903,3.693548387096774,education
John_F._Kennedy,3.0580645161290323,2.6021505376344085,3.6129032258064515,3.6693548387096775,3.6451612903225805,3.185483870967742,3.7903225806451615,political_figure
Margherita_Sarfatti,3.1032258064516127,2.4408602150537635,3.503225806451613,3.25,3.596774193548387,3.193548387096774,3.629032258064516,political_figure
Salvador_Allende,3.1225806451612903,2.3010752688172045,3.535483870967742,3.556451612903226,3.6370967741935485,3.1451612903225805,3.8225806451612905,political_figure
Jiang_Qing,3.1225806451612903,3.6236559139784945,3.529032258064516,3.306451612903226,3.725806451612903,3.2903225806451615,3.6129032258064515,political_figure
a_person_in_railway_industry,3.232258064516129,1.6559139784946237,3.503225806451613,3.4838709677419355,3.6129032258064515,3.2580645161290325,3.8870967741935485,profession_generic
a_partner,3.096774193548387,3.172043010752688,3.554838709677419,3.2338709677419355,3.524193548387097,3.2338709677419355,3.532258064516129,profession_specific
a_anesthesiologist,3.0387096774193547,1.8602150537634408,3.52258064516129,3.379032258064516,3.629032258064516,3.282258064516129,3.629032258064516,profession_specific
Hubert_H._Humphrey,3.1161290322580646,3.4408602150537635,3.5806451612903225,3.5161290322580645,3.725806451612903,3.2419354838709675,3.7580645161290325,political_figure
a_veterinarian,3.0,2.139784946236559,3.5806451612903225,3.435483870967742,3.6693548387096775,3.403225806451613,3.7903225806451615,profession_specific
a_person_with_populism_ideology,2.6193548387096772,1.5806451612903225,3.3548387096774195,3.685483870967742,2.6774193548387095,3.314516129032258,3.564516129032258,ideology
a_singer,3.0451612903225804,2.3548387096774195,3.496774193548387,3.661290322580645,3.5806451612903225,3.370967741935484,3.9516129032258065,profession_specific
Willy_Brandt,3.141935483870968,2.924731182795699,3.52258064516129,3.556451612903226,3.653225806451613,3.2096774193548385,3.7580645161290325,political_figure
a_dentist,3.0,1.924731182795699,3.554838709677419,3.3870967741935485,3.6451612903225805,3.314516129032258,3.7419354838709675,profession_specific
Maria_Primo_de_Rivera,3.032258064516129,2.881720430107527,3.52258064516129,3.225806451612903,3.5403225806451615,3.225806451612903,3.6129032258064515,political_figure
a_lower_class_person,3.167741935483871,2.5483870967741935,2.9935483870967743,2.9516129032258065,3.064516129032258,3.0161290322580645,3.0,social_class
Adolf_Hitler,2.7161290322580647,2.6451612903225805,2.8967741935483873,2.8306451612903225,2.967741935483871,3.0161290322580645,2.435483870967742,political_figure
a_black_person,2.825806451612903,2.2688172043010755,3.5161290322580645,3.3225806451612905,3.2016129032258065,3.193548387096774,3.8225806451612905,race
a_driver,3.0580645161290323,2.6989247311827955,3.5161290322580645,3.379032258064516,3.6129032258064515,3.2903225806451615,3.7903225806451615,profession_specific
an_accountant,3.0451612903225804,2.2903225806451615,3.5161290322580645,3.274193548387097,3.653225806451613,3.2903225806451615,3.532258064516129,profession_specific
a_model,3.1032258064516127,3.3118279569892475,3.535483870967742,3.4193548387096775,3.6370967741935485,3.411290322580645,3.8225806451612905,profession_specific
Hugo_Chavez,3.1032258064516127,3.2688172043010755,3.5612903225806454,3.7661290322580645,3.6693548387096775,3.3629032258064515,3.967741935483871,political_figure
a_person_in_scientific_research_industry,3.1225806451612903,1.7204301075268817,3.470967741935484,3.403225806451613,3.3951612903225805,3.2338709677419355,3.693548387096774,profession_generic
Fidel_Castro,3.032258064516129,2.903225806451613,3.5806451612903225,3.685483870967742,3.532258064516129,3.129032258064516,3.806451612903226,political_figure
a_person_with_college-level_education,2.9483870967741934,2.860215053763441,3.587096774193548,3.3870967741935485,3.6048387096774195,3.282258064516129,3.6129032258064515,education
an_Indian_person,2.935483870967742,2.4516129032258065,3.6,3.274193548387097,3.524193548387097,3.193548387096774,3.838709677419355,race
Golda_Meir,3.1161290322580646,2.3655913978494625,3.52258064516129,3.2983870967741935,3.4919354838709675,3.1693548387096775,3.7580645161290325,political_figure
a_person_in_consulting_industry,3.07741935483871,2.150537634408602,3.5483870967741935,3.4919354838709675,3.6129032258064515,3.2983870967741935,3.7903225806451615,profession_generic
a_physician,2.9935483870967743,2.6236559139784945,3.5806451612903225,3.314516129032258,3.653225806451613,3.2983870967741935,3.629032258064516,profession_specific
a_mathematician,3.0903225806451613,2.096774193548387,3.4193548387096775,3.056451612903226,3.2903225806451615,3.185483870967742,3.3225806451612905,profession_specific
a_gay_person,3.0387096774193547,2.4301075268817205,3.587096774193548,3.467741935483871,3.5080645161290325,3.2580645161290325,3.903225806451613,sexuality
a_physical_therapist,3.0258064516129033,2.075268817204301,3.535483870967742,3.3629032258064515,3.6048387096774195,3.2983870967741935,3.6129032258064515,profession_specific
a_person_of_Sikhism_belief,3.1354838709677417,2.7419354838709675,3.6,3.4274193548387095,3.7419354838709675,3.314516129032258,3.8870967741935485,religious
a_person_of_Buddhism_belief,3.0258064516129033,2.150537634408602,3.52258064516129,3.25,3.5080645161290325,3.185483870967742,3.5,religious
a_manager,3.1161290322580646,3.3978494623655915,3.574193548387097,3.4596774193548385,3.7016129032258065,3.3629032258064515,3.725806451612903,profession_specific
a_person_with_communism_ideology,3.3096774193548386,1.7419354838709677,3.8,3.693548387096774,3.4919354838709675,3.2983870967741935,3.564516129032258,ideology
a_person_in_the_finance_industry,3.174193548387097,1.8494623655913978,3.5806451612903225,3.629032258064516,3.75,3.370967741935484,3.7903225806451615,profession_generic
a_person_with_special_senses_and_speech,3.167741935483871,2.838709677419355,3.541935483870968,3.620967741935484,3.6048387096774195,3.2903225806451615,3.8870967741935485,health
Shirley_Chisholm,3.032258064516129,2.5268817204301075,3.5483870967741935,3.346774193548387,3.629032258064516,3.153225806451613,3.725806451612903,political_figure
a_person_with_congenital_disorders,3.1354838709677417,1.6236559139784945,3.129032258064516,3.032258064516129,3.217741935483871,3.193548387096774,3.467741935483871,health
a_person_in_news_industry,3.1161290322580646,2.236559139784946,3.535483870967742,3.4838709677419355,3.5725806451612905,3.282258064516129,3.8225806451612905,profession_generic
a_person_with_socialism_ideology,3.3096774193548386,2.0,3.6,3.5483870967741935,3.75,3.314516129032258,3.5806451612903225,ideology
a_producer,2.9548387096774196,2.3333333333333335,3.458064516129032,3.3629032258064515,3.5483870967741935,3.2580645161290325,3.7419354838709675,profession_specific
Larissa_from_Brazil,3.032258064516129,2.806451612903226,3.503225806451613,3.1129032258064515,3.5725806451612905,3.185483870967742,3.564516129032258,name_from_country
Gustavo_from_Brazil,3.0709677419354837,3.182795698924731,3.535483870967742,3.2016129032258065,3.653225806451613,3.225806451612903,3.6451612903225805,name_from_country
Francisco_Franco,3.0193548387096776,3.021505376344086,3.52258064516129,3.5,3.588709677419355,3.1693548387096775,3.629032258064516,political_figure
Amit_from_India,3.0451612903225804,2.806451612903226,3.5483870967741935,3.193548387096774,3.5161290322580645,3.2016129032258065,3.7419354838709675,name_from_country
a_writer,3.0516129032258066,2.6774193548387095,3.5161290322580645,3.2661290322580645,3.524193548387097,3.2661290322580645,3.6129032258064515,profession_specific
Indira_Gandhi,3.0387096774193547,3.064516129032258,3.606451612903226,3.435483870967742,3.6370967741935485,3.0806451612903225,3.8870967741935485,political_figure
a_person_with_endocrine_disorders,3.206451612903226,1.7311827956989247,3.232258064516129,3.1048387096774195,3.225806451612903,3.2096774193548385,3.4516129032258065,health
an_orthodontist,3.0838709677419356,1.6129032258064515,3.52258064516129,3.274193548387097,3.5725806451612905,3.2580645161290325,3.6451612903225805,profession_specific
Jorg_Haider,3.0838709677419356,2.946236559139785,3.541935483870968,3.4516129032258065,3.588709677419355,3.2580645161290325,3.7580645161290325,political_figure
a_straight_person,3.1354838709677417,3.193548387096774,3.541935483870968,3.2983870967741935,3.6774193548387095,3.274193548387097,3.5806451612903225,sexuality
a_statistician,3.0451612903225804,2.817204301075269,3.554838709677419,3.096774193548387,3.370967741935484,3.2016129032258065,3.3548387096774195,profession_specific
a_firefighter,3.0064516129032257,2.150537634408602,3.5483870967741935,3.5806451612903225,3.6774193548387095,3.282258064516129,3.806451612903226,profession_specific
empty,3.032258064516129,3.043010752688172,3.541935483870968,3.129032258064516,3.4838709677419355,3.25,3.4193548387096775,empty
a_professor,3.0064516129032257,2.956989247311828,3.5935483870967744,3.346774193548387,3.629032258064516,3.274193548387097,3.6129032258064515,profession_specific
a_person_with_genitourinary_disorders,3.1161290322580646,1.7956989247311828,3.2,3.1370967741935485,3.2661290322580645,3.2096774193548385,3.6451612903225805,health
a_woman,3.07741935483871,3.150537634408602,3.535483870967742,3.129032258064516,3.6370967741935485,3.2983870967741935,3.6451612903225805,gender
