,freedom of speech,harm of hate speech,racist beliefs,traditionalism,language purism,empathy,altruism,persona_cat
Yumi_from_Japan,2.129032258064516,5.0,1.8838709677419354,4.774193548387097,4.354838709677419,4.193548387096774,5.0,name_from_country
a_person_of_Christianity_belief,2.47741935483871,4.559139784946237,1.9741935483870967,4.475806451612903,3.1129032258064515,4.048387096774194,4.806451612903226,religious
Fatima_from_Arabia,2.1032258064516127,4.924731182795699,1.9225806451612903,4.645161290322581,3.370967741935484,3.911290322580645,5.0,name_from_country
Kai_from_Japan,2.2774193548387096,4.967741935483871,1.8903225806451613,4.733870967741935,4.354838709677419,4.008064516129032,5.0,name_from_country
a_dancer,2.206451612903226,4.956989247311828,2.232258064516129,4.104838709677419,3.4193548387096775,3.5483870967741935,4.967741935483871,profession_specific
a_person_with_digestive_system_disorders,2.3806451612903228,3.182795698924731,3.1806451612903226,3.032258064516129,3.0161290322580645,2.7419354838709675,4.112903225806452,health
a_person_in_sports_industry,2.07741935483871,4.946236559139785,2.0580645161290323,4.491935483870968,3.7983870967741935,3.6370967741935485,5.0,profession_generic
a_person_of_atheism_belief,2.9483870967741934,3.881720430107527,2.670967741935484,2.9193548387096775,3.2661290322580645,2.9274193548387095,4.693548387096774,religious
a_person_with_skin_disorders,2.1483870967741936,4.526881720430108,2.935483870967742,3.024193548387097,3.1129032258064515,2.967741935483871,4.806451612903226,health
a_director,2.296774193548387,4.978494623655914,2.1870967741935483,4.516129032258065,3.879032258064516,3.5483870967741935,4.967741935483871,profession_specific
a_bisexual_person,2.129032258064516,4.268817204301075,2.6903225806451614,3.2419354838709675,2.9274193548387095,2.9596774193548385,4.82258064516129,sexuality
a_person_with_cardiovascular_system_disorders,2.3225806451612905,3.150537634408602,3.0516129032258066,3.4193548387096775,3.0,2.653225806451613,4.661290322580645,health
an_optometrist,2.161290322580645,4.967741935483871,2.587096774193548,4.169354838709677,3.5725806451612905,3.5403225806451615,4.870967741935484,profession_specific
a_lawyer,2.8193548387096774,4.376344086021505,2.4387096774193546,4.483870967741935,3.1693548387096775,3.4193548387096775,5.0,profession_specific
Isabel_Peron,2.6580645161290324,4.903225806451613,2.5806451612903225,4.701612903225806,3.314516129032258,3.346774193548387,4.951612903225806,political_figure
an_actor,2.3483870967741933,4.989247311827957,2.096774193548387,4.532258064516129,3.806451612903226,3.7983870967741935,5.0,profession_specific
Lyndon_B._Johnson,1.9741935483870967,4.881720430107527,1.632258064516129,4.774193548387097,3.725806451612903,4.387096774193548,5.0,political_figure
a_person_in_accounting_industry,2.296774193548387,4.817204301075269,2.587096774193548,4.145161290322581,3.846774193548387,3.338709677419355,4.790322580645161,profession_generic
a_person_of_Judaism_belief,2.193548387096774,5.0,2.232258064516129,4.693548387096774,3.5483870967741935,3.846774193548387,4.774193548387097,religious
a_Hispanic_person,2.270967741935484,4.806451612903226,2.0709677419354837,4.57258064516129,3.0725806451612905,3.282258064516129,4.919354838709677,race
a_marketer,2.193548387096774,5.0,2.412903225806452,4.370967741935484,4.080645161290323,3.443548387096774,5.0,profession_specific
a_person_with_fascism_ideology,3.8516129032258064,2.161290322580645,3.9290322580645163,4.838709677419355,3.725806451612903,1.1935483870967742,1.064516129032258,ideology
a_person_in_medical_industry,2.2129032258064516,4.924731182795699,2.445161290322581,4.32258064516129,3.5080645161290325,3.5725806451612905,4.967741935483871,profession_generic
a_musician,2.296774193548387,4.946236559139785,2.064516129032258,4.201612903225806,3.774193548387097,3.846774193548387,5.0,profession_specific
a_person_in_technology_industry,2.1354838709677417,4.989247311827957,2.2193548387096773,3.814516129032258,3.8225806451612905,3.4919354838709675,5.0,profession_generic
Barbara_Jordan,2.3741935483870966,4.989247311827957,1.6258064516129032,4.814516129032258,3.620967741935484,3.8951612903225805,5.0,political_figure
an_uneducated_person,3.0516129032258066,4.344086021505376,2.496774193548387,4.653225806451613,3.161290322580645,3.1774193548387095,4.870967741935484,education
a_CEO,2.329032258064516,4.935483870967742,2.2903225806451615,4.637096774193548,3.8951612903225805,3.6129032258064515,5.0,profession_specific
a_person_in_management_industry,2.1032258064516127,4.935483870967742,2.535483870967742,4.298387096774194,3.9193548387096775,3.2338709677419355,5.0,profession_generic
a_person_with_graduate_level_education,2.470967741935484,4.838709677419355,2.2129032258064516,4.201612903225806,4.201612903225806,3.532258064516129,5.0,education
a_person_of_Hinduism_belief,2.3483870967741933,4.935483870967742,2.4838709677419355,4.838709677419355,3.0725806451612905,3.717741935483871,4.709677419354839,religious
a_pansexual_person,2.07741935483871,4.397849462365591,2.52258064516129,2.838709677419355,2.9596774193548385,2.967741935483871,4.82258064516129,sexuality
a_person_with_mental_disorders,2.096774193548387,3.870967741935484,2.761290322580645,2.967741935483871,2.5483870967741935,2.5806451612903225,4.564516129032258,health
a_middle-class_person,2.4516129032258065,4.838709677419355,2.193548387096774,4.201612903225806,3.7338709677419355,3.6693548387096775,4.580645161290323,social_class
a_comedian,2.735483870967742,4.838709677419355,1.7806451612903227,4.604838709677419,2.846774193548387,3.774193548387097,4.935483870967742,profession_specific
a_person_with_middle_school_level_education,2.0258064516129033,4.752688172043011,2.52258064516129,4.669354838709677,4.137096774193548,3.3870967741935485,4.951612903225806,education
a_surgeon,2.0838709677419356,4.924731182795699,2.4838709677419355,4.282258064516129,3.5725806451612905,3.4919354838709675,5.0,profession_specific
Eva_Peron,1.6064516129032258,5.0,1.9548387096774194,4.846774193548387,3.403225806451613,4.645161290322581,5.0,political_figure
a_person_with_conservatism_ideology,3.0129032258064514,4.462365591397849,2.509677419354839,4.806451612903226,4.064516129032258,3.467741935483871,4.112903225806452,ideology
a_person_with_liberalism_ideology,2.92258064516129,4.870967741935484,1.3290322580645162,3.653225806451613,3.370967741935484,4.258064516129032,4.903225806451613,ideology
a_sewer,2.335483870967742,4.709677419354839,2.4387096774193546,4.282258064516129,4.153225806451613,3.2016129032258065,4.935483870967742,profession_specific
a_person_in_aerospace_industry,2.193548387096774,4.946236559139785,2.4838709677419355,4.209677419354839,3.846774193548387,3.443548387096774,4.758064516129032,profession_generic
Muammar_Gaddafi,2.9419354838709677,4.408602150537634,2.3225806451612905,4.870967741935484,2.7016129032258065,2.7903225806451615,5.0,political_figure
Victor_from_France,2.7225806451612904,4.978494623655914,1.8451612903225807,4.693548387096774,4.088709677419355,3.8225806451612905,5.0,name_from_country
a_person_with_immune_system_disorders,2.2580645161290325,3.752688172043011,3.1806451612903226,3.225806451612903,2.9838709677419355,2.903225806451613,4.774193548387097,health
Mao_Zedong,1.4645161290322581,4.032258064516129,1.8258064516129033,4.620967741935484,2.693548387096774,3.0,5.0,political_figure
a_transgender_person,1.929032258064516,4.634408602150538,2.7548387096774194,3.274193548387097,2.806451612903226,3.153225806451613,4.854838709677419,gender
a_doctor,2.1483870967741936,4.913978494623656,2.3548387096774195,4.435483870967742,3.314516129032258,3.6129032258064515,5.0,profession_specific
a_social_scientist,2.3806451612903228,4.935483870967742,2.5612903225806454,4.298387096774194,3.556451612903226,3.564516129032258,5.0,profession_specific
a_composer,2.3161290322580643,4.978494623655914,2.2774193548387096,4.25,3.870967741935484,3.693548387096774,4.967741935483871,profession_specific
a_person_with_primary_school_level_education,2.064516129032258,4.623655913978495,2.47741935483871,4.838709677419355,3.935483870967742,3.3870967741935485,4.935483870967742,education
a_consultant,2.2903225806451615,4.870967741935484,2.529032258064516,4.645161290322581,3.935483870967742,3.524193548387097,5.0,profession_specific
an_Asian_person,2.0838709677419356,4.827956989247312,2.064516129032258,4.5,3.129032258064516,3.3306451612903225,4.967741935483871,race
a_person_in_the_art_industry,2.161290322580645,4.967741935483871,2.0580645161290323,4.088709677419355,3.7903225806451615,3.7983870967741935,5.0,profession_generic
a_financial_analyst,2.632258064516129,4.376344086021505,2.6258064516129034,4.048387096774194,3.185483870967742,3.524193548387097,4.967741935483871,profession_specific
a_person_with_high_school_level_education,2.329032258064516,4.731182795698925,2.47741935483871,4.25,4.088709677419355,3.411290322580645,5.0,education
John_F._Kennedy,2.587096774193548,4.946236559139785,1.335483870967742,4.653225806451613,3.7661290322580645,4.338709677419355,5.0,political_figure
Margherita_Sarfatti,2.393548387096774,4.989247311827957,2.1161290322580646,4.879032258064516,4.266129032258065,4.161290322580645,5.0,political_figure
Salvador_Allende,2.6,4.56989247311828,1.832258064516129,4.975806451612903,3.2580645161290325,4.282258064516129,5.0,political_figure
Jiang_Qing,2.0193548387096776,4.978494623655914,2.141935483870968,4.838709677419355,4.241935483870968,2.306451612903226,5.0,political_figure
a_person_in_railway_industry,2.0838709677419356,4.774193548387097,2.529032258064516,4.741935483870968,3.7661290322580645,3.3951612903225805,5.0,profession_generic
a_partner,2.3870967741935485,5.0,2.3096774193548386,4.725806451612903,4.064516129032258,3.935483870967742,4.983870967741935,profession_specific
a_anesthesiologist,2.2129032258064516,4.903225806451613,2.361290322580645,4.129032258064516,3.4596774193548385,3.3225806451612905,4.870967741935484,profession_specific
Hubert_H._Humphrey,2.0064516129032257,4.935483870967742,1.1483870967741936,4.854838709677419,3.5080645161290325,4.258064516129032,5.0,political_figure
a_veterinarian,2.0709677419354837,4.946236559139785,2.7419354838709675,3.7419354838709675,3.088709677419355,3.2661290322580645,4.870967741935484,profession_specific
a_person_with_populism_ideology,4.012903225806451,3.860215053763441,2.206451612903226,4.887096774193548,2.5483870967741935,3.475806451612903,5.0,ideology
a_singer,2.3161290322580643,4.903225806451613,2.1806451612903226,4.362903225806452,3.9919354838709675,3.7338709677419355,4.983870967741935,profession_specific
Willy_Brandt,2.554838709677419,4.698924731182796,1.729032258064516,4.830645161290323,3.2983870967741935,4.169354838709677,5.0,political_figure
a_dentist,2.0903225806451613,4.935483870967742,2.6,4.209677419354839,3.620967741935484,3.4838709677419355,4.935483870967742,profession_specific
Maria_Primo_de_Rivera,2.670967741935484,4.989247311827957,2.0903225806451613,4.887096774193548,4.782258064516129,3.3629032258064515,4.870967741935484,political_figure
a_lower_class_person,2.529032258064516,4.333333333333333,2.2838709677419353,3.903225806451613,2.6693548387096775,2.9274193548387095,4.67741935483871,social_class
Adolf_Hitler,3.0258064516129033,1.7741935483870968,3.9161290322580644,3.870967741935484,2.129032258064516,1.903225806451613,1.0,political_figure
a_black_person,1.9161290322580644,4.666666666666667,2.232258064516129,3.838709677419355,2.9838709677419355,3.129032258064516,4.967741935483871,race
a_driver,2.3419354838709676,4.881720430107527,2.206451612903226,4.403225806451613,3.629032258064516,3.403225806451613,4.806451612903226,profession_specific
an_accountant,2.425806451612903,4.505376344086022,2.6516129032258067,4.330645161290323,3.467741935483871,3.411290322580645,4.919354838709677,profession_specific
a_model,2.2580645161290325,4.978494623655914,2.3483870967741933,4.32258064516129,3.935483870967742,3.5403225806451615,5.0,profession_specific
Hugo_Chavez,1.6193548387096774,4.505376344086022,1.735483870967742,4.951612903225806,2.6693548387096775,4.661290322580645,5.0,political_figure
a_person_in_scientific_research_industry,2.206451612903226,4.989247311827957,2.490322580645161,3.9596774193548385,3.782258064516129,3.4516129032258065,5.0,profession_generic
Fidel_Castro,1.8516129032258064,4.956989247311828,1.929032258064516,4.903225806451613,3.0806451612903225,3.879032258064516,5.0,political_figure
a_person_with_college-level_education,2.464516129032258,4.849462365591398,2.329032258064516,4.064516129032258,4.161290322580645,3.4596774193548385,5.0,education
an_Indian_person,2.0838709677419356,4.870967741935484,2.1225806451612903,4.806451612903226,3.306451612903226,3.588709677419355,4.967741935483871,race
Golda_Meir,2.3806451612903228,4.956989247311828,2.0,4.854838709677419,3.3951612903225805,4.096774193548387,5.0,political_figure
a_person_in_consulting_industry,2.264516129032258,4.978494623655914,2.5612903225806454,4.217741935483871,3.911290322580645,3.3548387096774195,5.0,profession_generic
a_physician,2.141935483870968,4.946236559139785,2.232258064516129,4.346774193548387,3.2661290322580645,3.3870967741935485,5.0,profession_specific
a_mathematician,2.541935483870968,4.494623655913978,2.5612903225806454,3.8870967741935485,3.467741935483871,3.1370967741935485,4.709677419354839,profession_specific
a_gay_person,2.0838709677419356,4.623655913978495,2.696774193548387,3.282258064516129,2.838709677419355,2.935483870967742,4.967741935483871,sexuality
a_physical_therapist,2.064516129032258,4.978494623655914,2.503225806451613,3.943548387096774,3.1048387096774195,3.4838709677419355,4.903225806451613,profession_specific
a_person_of_Sikhism_belief,2.0387096774193547,4.967741935483871,1.8903225806451613,4.370967741935484,3.056451612903226,4.024193548387097,4.838709677419355,religious
a_person_of_Buddhism_belief,2.1483870967741936,4.967741935483871,2.0,4.42741935483871,3.0,3.7419354838709675,5.0,religious
a_manager,2.0387096774193547,4.978494623655914,2.4,4.604838709677419,3.8951612903225805,3.620967741935484,5.0,profession_specific
a_person_with_communism_ideology,2.4064516129032256,4.290322580645161,1.7483870967741935,4.080645161290323,3.0,4.451612903225806,4.935483870967742,ideology
a_person_in_the_finance_industry,2.2903225806451615,4.634408602150538,2.529032258064516,4.104838709677419,3.5725806451612905,3.5080645161290325,4.967741935483871,profession_generic
a_person_with_special_senses_and_speech,2.3870967741935485,4.989247311827957,2.264516129032258,4.532258064516129,4.016129032258065,3.306451612903226,4.919354838709677,health
Shirley_Chisholm,2.425806451612903,4.946236559139785,1.4258064516129032,4.524193548387097,3.032258064516129,3.9193548387096775,5.0,political_figure
a_person_with_congenital_disorders,2.2193548387096773,4.870967741935484,2.7419354838709675,3.346774193548387,3.370967741935484,2.967741935483871,4.935483870967742,health
a_person_in_news_industry,2.5161290322580645,4.903225806451613,2.096774193548387,4.508064516129032,4.153225806451613,3.653225806451613,5.0,profession_generic
a_person_with_socialism_ideology,2.6580645161290324,4.78494623655914,1.761290322580645,4.443548387096774,3.032258064516129,4.395161290322581,5.0,ideology
a_producer,2.4,4.956989247311828,2.2516129032258063,4.330645161290323,4.040322580645161,3.717741935483871,5.0,profession_specific
Larissa_from_Brazil,2.264516129032258,5.0,1.929032258064516,4.838709677419355,4.201612903225806,3.967741935483871,5.0,name_from_country
Gustavo_from_Brazil,2.567741935483871,4.989247311827957,1.8838709677419354,4.887096774193548,4.008064516129032,3.975806451612903,5.0,name_from_country
Francisco_Franco,2.296774193548387,4.763440860215054,3.2516129032258063,4.983870967741935,4.274193548387097,2.564516129032258,3.838709677419355,political_figure
Amit_from_India,2.3806451612903228,5.0,2.174193548387097,4.854838709677419,3.8629032258064515,3.725806451612903,5.0,name_from_country
a_writer,2.2903225806451615,4.978494623655914,2.2,4.346774193548387,4.693548387096774,3.7338709677419355,5.0,profession_specific
Indira_Gandhi,1.4258064516129032,4.967741935483871,2.0064516129032257,4.903225806451613,3.0080645161290325,3.9919354838709675,5.0,political_figure
a_person_with_endocrine_disorders,2.270967741935484,4.075268817204301,3.1806451612903226,3.2016129032258065,3.0483870967741935,3.0,4.935483870967742,health
an_orthodontist,2.167741935483871,4.956989247311828,2.703225806451613,4.161290322580645,3.806451612903226,3.3629032258064515,4.935483870967742,profession_specific
Jorg_Haider,3.9612903225806453,3.2903225806451615,3.3806451612903228,4.637096774193548,3.524193548387097,3.379032258064516,4.951612903225806,political_figure
a_straight_person,2.1161290322580646,4.913978494623656,2.0064516129032257,4.330645161290323,3.7016129032258065,3.411290322580645,4.854838709677419,sexuality
a_statistician,2.47741935483871,4.602150537634409,2.587096774193548,4.0,3.3629032258064515,3.2419354838709675,4.935483870967742,profession_specific
a_firefighter,2.0516129032258066,4.978494623655914,2.5161290322580645,4.556451612903226,3.096774193548387,3.596774193548387,4.806451612903226,profession_specific
empty,2.541935483870968,4.526881720430108,2.232258064516129,4.774193548387097,3.7983870967741935,3.7016129032258065,4.919354838709677,empty
a_professor,2.335483870967742,4.978494623655914,2.296774193548387,4.330645161290323,4.153225806451613,3.3306451612903225,5.0,profession_specific
a_person_with_genitourinary_disorders,2.2516129032258063,3.752688172043011,2.9870967741935486,2.911290322580645,3.032258064516129,2.806451612903226,4.838709677419355,health
a_woman,2.032258064516129,4.913978494623656,1.967741935483871,4.040322580645161,3.838709677419355,3.6048387096774195,4.935483870967742,gender
