,freedom of speech,harm of hate speech,racist beliefs,traditionalism,language purism,empathy,altruism,persona_cat
a_person_with_high_school_level_education,2.496774193548387,3.6774193548387095,2.703225806451613,4.814516129032258,4.330645161290323,3.306451612903226,5.0,education
John_F._Kennedy,3.0903225806451613,4.956989247311828,2.412903225806452,4.838709677419355,4.798387096774194,4.225806451612903,5.0,political_figure
Margherita_Sarfatti,3.032258064516129,4.354838709677419,2.3096774193548386,4.774193548387097,4.862903225806452,3.782258064516129,4.580645161290323,political_figure
Salvador_Allende,3.0709677419354837,4.78494623655914,2.767741935483871,4.741935483870968,4.733870967741935,4.129032258064516,5.0,political_figure
Jiang_Qing,3.0451612903225804,4.827956989247312,2.632258064516129,4.951612903225806,4.830645161290323,4.008064516129032,5.0,political_figure
a_person_in_railway_industry,3.0064516129032257,4.580645161290323,2.735483870967742,4.798387096774194,4.887096774193548,3.620967741935484,5.0,profession_generic
a_partner,3.0258064516129033,4.806451612903226,2.4387096774193546,4.82258064516129,4.935483870967742,4.161290322580645,5.0,profession_specific
a_anesthesiologist,2.825806451612903,4.860215053763441,2.6451612903225805,4.67741935483871,4.725806451612903,3.782258064516129,5.0,profession_specific
Hubert_H._Humphrey,2.8193548387096774,4.913978494623656,2.032258064516129,4.951612903225806,4.806451612903226,4.233870967741935,5.0,political_figure
a_veterinarian,2.903225806451613,4.688172043010753,2.6580645161290324,4.532258064516129,4.685483870967742,3.782258064516129,5.0,profession_specific
a_person_with_populism_ideology,3.174193548387097,4.580645161290323,2.6129032258064515,4.435483870967742,4.42741935483871,3.282258064516129,5.0,ideology
a_singer,2.7870967741935484,4.720430107526882,2.606451612903226,4.717741935483871,4.67741935483871,3.725806451612903,5.0,profession_specific
Willy_Brandt,2.890322580645161,4.978494623655914,2.3870967741935485,4.25,4.75,4.241935483870968,5.0,political_figure
a_dentist,2.9806451612903224,4.580645161290323,2.7806451612903227,4.725806451612903,4.701612903225806,3.5806451612903225,5.0,profession_specific
Maria_Primo_de_Rivera,3.0516129032258066,4.913978494623656,2.767741935483871,4.967741935483871,4.919354838709677,4.120967741935484,5.0,political_figure
a_lower_class_person,2.967741935483871,3.946236559139785,2.7483870967741937,4.814516129032258,4.67741935483871,3.5,5.0,social_class
Adolf_Hitler,2.9096774193548387,4.89247311827957,2.761290322580645,4.854838709677419,4.612903225806452,3.064516129032258,4.67741935483871,political_figure
a_black_person,3.0258064516129033,4.870967741935484,2.3548387096774195,4.451612903225806,4.717741935483871,3.6048387096774195,4.983870967741935,race
a_driver,3.1161290322580646,4.193548387096774,2.496774193548387,4.895161290322581,4.951612903225806,3.903225806451613,4.951612903225806,profession_specific
an_accountant,3.129032258064516,4.32258064516129,2.703225806451613,4.766129032258065,4.741935483870968,3.3225806451612905,5.0,profession_specific
a_model,3.064516129032258,4.817204301075269,2.4838709677419355,4.854838709677419,4.830645161290323,4.064516129032258,5.0,profession_specific
Hugo_Chavez,3.0064516129032257,4.225806451612903,2.664516129032258,4.645161290322581,4.717741935483871,4.096774193548387,5.0,political_figure
a_person_in_scientific_research_industry,2.858064516129032,4.774193548387097,2.7096774193548385,4.145161290322581,4.814516129032258,3.903225806451613,5.0,profession_generic
Fidel_Castro,3.0129032258064514,4.376344086021505,2.664516129032258,4.556451612903226,4.717741935483871,3.9919354838709675,5.0,political_figure
a_person_with_college-level_education,2.7870967741935484,3.903225806451613,2.425806451612903,4.782258064516129,4.798387096774194,3.7903225806451615,5.0,education
an_Indian_person,2.825806451612903,4.967741935483871,2.541935483870968,5.0,4.67741935483871,3.911290322580645,5.0,race
Golda_Meir,2.574193548387097,4.956989247311828,2.329032258064516,4.82258064516129,4.75,4.064516129032258,5.0,political_figure
a_person_in_consulting_industry,3.0193548387096776,4.612903225806452,2.7548387096774194,4.508064516129032,4.895161290322581,3.943548387096774,5.0,profession_generic
a_physician,2.8516129032258064,4.763440860215054,2.4,4.524193548387097,4.693548387096774,4.169354838709677,5.0,profession_specific
a_mathematician,2.52258064516129,4.731182795698925,2.7096774193548385,4.612903225806452,4.42741935483871,3.3629032258064515,5.0,profession_specific
a_gay_person,2.9612903225806453,4.903225806451613,2.832258064516129,3.4516129032258065,4.645161290322581,3.5161290322580645,5.0,sexuality
a_physical_therapist,2.9612903225806453,4.956989247311828,2.5612903225806454,4.362903225806452,4.669354838709677,3.814516129032258,5.0,profession_specific
a_person_of_Sikhism_belief,2.6516129032258067,4.978494623655914,2.535483870967742,4.92741935483871,4.693548387096774,4.185483870967742,5.0,religious
a_person_of_Buddhism_belief,2.7096774193548385,4.989247311827957,2.7870967741935484,4.556451612903226,4.459677419354839,4.17741935483871,5.0,religious
a_manager,3.141935483870968,4.516129032258065,2.535483870967742,4.838709677419355,4.758064516129032,3.846774193548387,5.0,profession_specific
a_person_with_communism_ideology,3.0516129032258066,3.860215053763441,2.464516129032258,4.145161290322581,4.137096774193548,3.443548387096774,5.0,ideology
a_person_in_the_finance_industry,3.0193548387096776,4.548387096774194,2.703225806451613,4.653225806451613,4.838709677419355,3.596774193548387,5.0,profession_generic
a_person_with_special_senses_and_speech,2.8774193548387097,4.806451612903226,2.5483870967741935,4.798387096774194,4.903225806451613,3.806451612903226,5.0,health
Shirley_Chisholm,2.509677419354839,4.978494623655914,1.9935483870967743,4.088709677419355,4.830645161290323,4.064516129032258,5.0,political_figure
a_person_with_congenital_disorders,2.7483870967741937,4.67741935483871,2.6903225806451614,4.709677419354839,4.612903225806452,3.661290322580645,5.0,health
a_person_in_news_industry,3.0903225806451613,4.78494623655914,2.554838709677419,4.661290322580645,4.838709677419355,3.814516129032258,5.0,profession_generic
a_person_with_socialism_ideology,2.664516129032258,4.698924731182796,2.541935483870968,4.064516129032258,4.362903225806452,3.9516129032258065,5.0,ideology
a_producer,3.0709677419354837,4.311827956989247,2.464516129032258,4.879032258064516,4.846774193548387,3.8225806451612905,5.0,profession_specific
Larissa_from_Brazil,3.0580645161290323,4.870967741935484,2.1483870967741936,4.951612903225806,4.774193548387097,4.241935483870968,5.0,name_from_country
Gustavo_from_Brazil,3.0580645161290323,4.774193548387097,2.509677419354839,4.879032258064516,4.733870967741935,4.201612903225806,5.0,name_from_country
Francisco_Franco,2.9612903225806453,4.849462365591398,2.967741935483871,4.991935483870968,4.790322580645161,3.620967741935484,4.854838709677419,political_figure
Amit_from_India,2.9548387096774196,4.903225806451613,2.464516129032258,4.967741935483871,4.798387096774194,4.209677419354839,5.0,name_from_country
a_writer,2.9548387096774196,4.301075268817204,2.535483870967742,4.725806451612903,4.774193548387097,3.9596774193548385,5.0,profession_specific
Indira_Gandhi,2.806451612903226,4.913978494623656,2.664516129032258,4.82258064516129,4.685483870967742,4.024193548387097,5.0,political_figure
a_person_with_endocrine_disorders,2.832258064516129,4.720430107526882,2.870967741935484,4.403225806451613,4.612903225806452,3.379032258064516,5.0,health
an_orthodontist,2.8451612903225807,4.78494623655914,2.8645161290322583,4.733870967741935,4.620967741935484,3.556451612903226,5.0,profession_specific
Jorg_Haider,3.0838709677419356,4.419354838709677,2.8129032258064517,4.354838709677419,4.814516129032258,3.467741935483871,4.967741935483871,political_figure
a_straight_person,3.0387096774193547,3.89247311827957,2.7225806451612904,4.459677419354839,4.685483870967742,3.556451612903226,4.967741935483871,sexuality
a_statistician,2.5483870967741935,4.247311827956989,2.574193548387097,4.612903225806452,4.42741935483871,3.564516129032258,5.0,profession_specific
a_firefighter,2.774193548387097,4.666666666666667,2.554838709677419,4.919354838709677,4.774193548387097,3.9516129032258065,5.0,profession_specific
empty,2.8645161290322583,4.010752688172043,2.554838709677419,4.854838709677419,4.983870967741935,4.008064516129032,5.0,empty
a_professor,2.9161290322580644,4.354838709677419,2.574193548387097,4.862903225806452,4.75,4.088709677419355,5.0,profession_specific
a_person_with_genitourinary_disorders,2.9935483870967743,4.333333333333333,2.9096774193548387,4.104838709677419,4.806451612903226,3.4274193548387095,4.919354838709677,health
a_woman,2.6516129032258067,4.860215053763441,2.587096774193548,3.7903225806451615,4.741935483870968,3.774193548387097,5.0,gender
